Date,CRUDE_OIL_Price,CPI,DJIA_Price,GEPU_current,GOLD_Price,GPR,IPI,M2,NASDAQ_Price,SP500_Price,OIIR,US_EPU,USD_VND_Price,VIX_Price,VNI_Close price,VNI_Open price,VNI_High price,VNI_Low price,VNI_Volume,OFR FSI,Emerging markets,SMA_10,WMA_10,Momentum_10,Stoch_K,Stoch_D,RSI_14,MACD,Williams_%R,AD_Oscillator,CCI_20,T_spread_US,T_spread_VN,Inflation
7/19/2024,78.64,0.540948084,40287.53,212.277652,2399.1,94.15798493,0.591698693,15033187.9,17726.94,5505,4.44,123.6026989,25315,16.52,1264.78,1274.44,1279.94,1260.68,791800,-1.932,-0.176,1243.513,1245.901455,28.18,87.40514076,85.56185274,71.09581258,,-12.59485924,224347.5238,73.94467736,4238.483,2892.975,-25.50485921
7/18/2024,81.3,0.421300823,40665.02,263.0314556,2456.4,100.2671168,0.73529735,16207858.19,17871.22,5544.59,4.51,143.7118582,25310,15.93,1274.44,1268.66,1274.67,1256.21,739040,-2.031,-0.177,1248.261,1251.524545,47.48,87.40514076,85.56185274,71.09581258,,-12.59485924,944971.5758,73.94467736,4197.529,2901.975,-22.11806729
7/17/2024,81.44,0.437710088,41198.08,235.9118912,2459.9,111.393424,0.748000709,16335960.88,17996.93,5588.27,4.43,162.9598386,25315,14.48,1268.66,1281.18,1290.76,1256.42,1230000,-2.124,-0.172,1249.976,1255.233455,17.15,87.40514076,85.56185274,71.09581258,,-12.59485924,591803.259,73.94467736,-0.278,2899.975,3.894904646
7/16/2024,79.71,0.419580882,40954.48,199.9060462,2467.8,84.30233391,0.711253637,17193455.84,18509.34,5667.2,4.48,129.6218023,25375,13.19,1281.18,1279.82,1291.47,1279.37,684260,-2.214,-0.179,1253.588,1260.906909,36.12,87.40514076,85.56185274,71.09581258,,-12.59485924,112255.7549,73.94467736,-0.261,2896.975,-4.14182969
7/15/2024,80.84,0.400688049,40211.72,226.1110967,2428.9,92.41007391,0.576562892,15721425.36,18472.57,5631.22,4.56,117.6173391,25360,13.12,1279.82,1280.75,1286.37,1276.27,573510,-2.249,-0.189,1256.91,1265.676364,33.22,84.0016479,85.56185274,69.90220229,,-15.9983521,-58093.75008,73.94467736,4226.54,2898.975,-4.502786801
7/12/2024,81.02,0.474979633,40000.9,223.9571499,2420.7,81.2361414,0.648267892,17973811.01,18398.45,5615.35,4.6,131.4506047,25410,12.46,1280.75,1283.8,1288.67,1277.16,606310,-2.291,-0.187,1260.774,1270.010909,38.64,85.27876957,85.56185274,70.26977684,,-14.72123043,-286184.3061,73.94467736,4182.542,2891.975,18.54100311
7/11/2024,81.38,0.545265864,39753.75,244.7660187,2421.9,92.78805637,0.703992815,16187908.53,18283.41,5584.54,4.77,169.2664828,25423,12.92,1283.8,1285.94,1293.32,1283.8,697230,-2.314,-0.192,1265.835,1274.197455,50.61,87.25056917,85.51032888,71.499113,,-12.74943083,-983414.3061,73.94467736,4207.485,2887.974,14.79773581
7/10/2024,81.07,0.354525393,39721.36,270.7011529,2379.7,107.7269578,0.680219147,15284683.39,18647.45,5633.91,4.86,156.9580642,25415,12.85,1285.94,1293.71,1297.96,1285.94,751000,-2.266,-0.187,1270.582,1277.852909,47.47,84.84428193,85.79120689,72.36262407,,-15.15571807,-1734414.306,73.94467736,4277.376,2885.974,-34.98118696
7/9/2024,80.56,1.121587091,39291.97,290.944221,2367.9,70.32310858,0.714555325,15268021.38,18429.29,5576.98,4.94,144.6451064,25413,12.51,1293.71,1283.56,1294.15,1283.56,821810,-2.295,-0.186,1276.772,1282.058,61.9,94.64128105,88.91204405,75.28997415,,-5.358718951,-980894.4666,73.94467736,4293.374,2891.974,216.3629783
7/8/2024,81.52,0.645222546,39344.79,246.8553526,2363.5,96.99045614,0.690185809,16481661.96,18403.74,5572.85,4.93,151.0634492,25415,12.37,1283.56,1283.04,1287.14,1277.68,766900,-2.298,-0.183,1279.664,1283.292182,28.92,81.84339932,87.1096541,65.52610566,,-18.15660068,-794438.8641,73.94467736,-0.355,2880.974,-42.47236338
7/5/2024,82.26,0.513066897,39375.87,220.4935225,2397.7,82.74486886,0.854424779,16355200.62,18352.76,5567.19,4.75,123.6659542,25412,12.48,1283.04,1279.89,1284.98,1276.93,616500,-2.235,-0.176,1281.49,1283.906,18.26,81.18774429,85.89080822,65.06060015,,-18.81225571,-475084.2057,63.90592069,4273.394,2871.974,-20.48218092
7/4/2024,83.94,0.612171123,39308,261.8631243,2364.6,94.68021345,0.710260089,15423371.85,18188.3,5537.02,4.37,147.7837937,25450,12.26,1279.89,1276.85,1283.13,1274.58,523460,-2.201,-0.18,1282.035,1283.615091,5.45,72.68329554,78.57147972,62.17892154,,-27.31670446,-348351.7847,50.50527297,4367.284,2869.974,19.31604372
7/3/2024,83.02,0.2298465,39308,253.5491065,2369.4,93.70431993,0.735299474,17831153.41,18188.3,5537.02,4.6,127.5160288,25450,12.09,1276.85,1269.79,1278.14,1268.23,589510,-2.173,-0.177,1282.854,1282.672364,8.19,60.12466944,71.33190309,59.4425647,,-39.87533056,87683.36164,29.61629943,4350.292,2854.974,-62.4538808
7/2/2024,81.91,0.580138617,39331.85,258.5214278,2333.4,97.74869345,0.587247798,17987433.02,18028.76,5509.01,4.69,143.2404294,25450,12.03,1269.79,1254.56,1270.47,1254.56,528470,-2.103,-0.175,1281.715,1280.297091,-11.39,35.0921659,55.96671029,53.54877193,,-64.9078341,570979.3076,-11.3626973,4433.248,2872.974,152.4026329
